-10.0000	-9.7719	-9.5439	-9.3161	-9.0885	-8.8612	-8.6344	-8.4081	-8.1823	-7.9572	-7.7329	-7.5095	-7.2869	-7.0654	-6.8449	-6.6256	-6.4076	-6.1909	-5.9755	-5.7617	-5.5494	-5.3387	-5.1297	-4.9225	-4.7170	-4.5134	-4.3117	-4.1119	-3.9140	-3.7182	-3.5243	-3.3325	-3.1427	-2.9548	-2.7689	-2.5850	-2.4029	-2.2227	-2.0442	-1.8674	-1.6922	-1.5185	-1.3461	-1.1750	-1.0050	-0.8360	-0.6678	-0.5003	-0.3332	-0.1665	-0.0000	0.1665	0.3332	0.5003	0.6678	0.8360	1.0050	1.1750	1.3461	1.5185	1.6922	1.8674	2.0442	2.2227	2.4029	2.5850	2.7689	2.9548	3.1427	3.3325	3.5243	3.7182	3.9140	4.1119	4.3117	4.5134	4.7170	4.9225	5.1297	5.3387	5.5494	5.7617	5.9755	6.1909	6.4076	6.6256	6.8449	7.0654	7.2869	7.5095	7.7329	7.9572	8.1823	8.4081	8.6344	8.8612	9.0885	9.3161	9.5439	9.7719	10.0000	
-10.0000	-9.7719	-9.5439	-9.3160	-9.0884	-8.8611	-8.6343	-8.4079	-8.1821	-7.9571	-7.7327	-7.5092	-7.2867	-7.0651	-6.8446	-6.6253	-6.4072	-6.1905	-5.9752	-5.7613	-5.5490	-5.3383	-5.1293	-4.9220	-4.7165	-4.5129	-4.3112	-4.1114	-3.9135	-3.7177	-3.5238	-3.3320	-3.1422	-2.9543	-2.7684	-2.5845	-2.4025	-2.2223	-2.0438	-1.8670	-1.6918	-1.5181	-1.3458	-1.1748	-1.0048	-0.8358	-0.6676	-0.5001	-0.3331	-0.1665	-0.0000	0.1665	0.3331	0.5001	0.6676	0.8358	1.0048	1.1748	1.3458	1.5181	1.6918	1.8670	2.0438	2.2223	2.4025	2.5845	2.7684	2.9543	3.1422	3.3320	3.5238	3.7177	3.9135	4.1114	4.3112	4.5129	4.7165	4.9220	5.1293	5.3383	5.5490	5.7613	5.9752	6.1905	6.4072	6.6253	6.8446	7.0651	7.2867	7.5092	7.7327	7.9571	8.1821	8.4079	8.6343	8.8611	9.0884	9.3160	9.5439	9.7719	10.0000	
-10.0000	-9.7718	-9.5436	-9.3157	-9.0880	-8.8606	-8.6336	-8.4072	-8.1813	-7.9561	-7.7317	-7.5081	-7.2854	-7.0637	-6.8432	-6.6237	-6.4056	-6.1888	-5.9733	-5.7594	-5.5470	-5.3362	-5.1271	-4.9198	-4.7142	-4.5105	-4.3088	-4.1089	-3.9110	-3.7152	-3.5213	-3.3295	-3.1397	-2.9519	-2.7660	-2.5822	-2.4002	-2.2200	-2.0417	-1.8650	-1.6900	-1.5164	-1.3443	-1.1734	-1.0036	-0.8348	-0.6668	-0.4995	-0.3327	-0.1663	-0.0000	0.1663	0.3327	0.4995	0.6668	0.8348	1.0036	1.1734	1.3443	1.5164	1.6900	1.8650	2.0417	2.2200	2.4002	2.5822	2.7660	2.9519	3.1397	3.3295	3.5213	3.7152	3.9110	4.1089	4.3088	4.5105	4.7142	4.9198	5.1271	5.3362	5.5470	5.7594	5.9733	6.1888	6.4056	6.6237	6.8432	7.0637	7.2854	7.5081	7.7317	7.9561	8.1813	8.4072	8.6336	8.8606	9.0880	9.3157	9.5436	9.7718	10.0000	
-10.0000	-9.7716	-9.5433	-9.3151	-9.0872	-8.8596	-8.6325	-8.4058	-8.1798	-7.9544	-7.7298	-7.5060	-7.2831	-7.0613	-6.8405	-6.6209	-6.4026	-6.1856	-5.9700	-5.7559	-5.5433	-5.3324	-5.1232	-4.9157	-4.7101	-4.5063	-4.3044	-4.1045	-3.9066	-3.7107	-3.5168	-3.3250	-3.1352	-2.9474	-2.7617	-2.5779	-2.3960	-2.2161	-2.0379	-1.8615	-1.6866	-1.5133	-1.3414	-1.1708	-1.0014	-0.8329	-0.6653	-0.4984	-0.3320	-0.1659	-0.0000	0.1659	0.3320	0.4984	0.6653	0.8329	1.0014	1.1708	1.3414	1.5133	1.6866	1.8615	2.0379	2.2161	2.3960	2.5779	2.7617	2.9474	3.1352	3.3250	3.5168	3.7107	3.9066	4.1045	4.3044	4.5063	4.7101	4.9157	5.1232	5.3324	5.5433	5.7559	5.9700	6.1856	6.4026	6.6209	6.8405	7.0613	7.2831	7.5060	7.7298	7.9544	8.1798	8.4058	8.6325	8.8596	9.0872	9.3151	9.5433	9.7716	10.0000	
-10.0000	-9.7713	-9.5427	-9.3143	-9.0861	-8.8583	-8.6308	-8.4039	-8.1776	-7.9519	-7.7271	-7.5030	-7.2799	-7.0578	-6.8367	-6.6169	-6.3983	-6.1810	-5.9652	-5.7509	-5.5381	-5.3269	-5.1175	-4.9098	-4.7040	-4.5001	-4.2981	-4.0981	-3.9001	-3.7041	-3.5102	-3.3184	-3.1286	-2.9410	-2.7553	-2.5717	-2.3900	-2.2103	-2.0324	-1.8562	-1.6818	-1.5088	-1.3373	-1.1672	-0.9982	-0.8302	-0.6631	-0.4967	-0.3308	-0.1653	-0.0000	0.1653	0.3308	0.4967	0.6631	0.8302	0.9982	1.1672	1.3373	1.5088	1.6818	1.8562	2.0324	2.2103	2.3900	2.5717	2.7553	2.9410	3.1286	3.3184	3.5102	3.7041	3.9001	4.0981	4.2981	4.5001	4.7040	4.9098	5.1175	5.3269	5.5381	5.7509	5.9652	6.1810	6.3983	6.6169	6.8367	7.0578	7.2799	7.5030	7.7271	7.9519	8.1776	8.4039	8.6308	8.8583	9.0861	9.3143	9.5427	9.7713	10.0000	
-10.0000	-9.7710	-9.5420	-9.3132	-9.0847	-8.8565	-8.6287	-8.4014	-8.1747	-7.9487	-7.7235	-7.4991	-7.2756	-7.0531	-6.8318	-6.6116	-6.3926	-6.1751	-5.9589	-5.7442	-5.5312	-5.3197	-5.1101	-4.9022	-4.6961	-4.4920	-4.2898	-4.0896	-3.8915	-3.6955	-3.5016	-3.3097	-3.1201	-2.9325	-2.7470	-2.5635	-2.3821	-2.2027	-2.0251	-1.8493	-1.6753	-1.5029	-1.3319	-1.1623	-0.9940	-0.8266	-0.6602	-0.4945	-0.3294	-0.1646	-0.0000	0.1646	0.3294	0.4945	0.6602	0.8266	0.9940	1.1623	1.3319	1.5029	1.6753	1.8493	2.0251	2.2027	2.3821	2.5635	2.7470	2.9325	3.1201	3.3097	3.5016	3.6955	3.8915	4.0896	4.2898	4.4920	4.6961	4.9022	5.1101	5.3197	5.5312	5.7442	5.9589	6.1751	6.3926	6.6116	6.8318	7.0531	7.2756	7.4991	7.7235	7.9487	8.1747	8.4014	8.6287	8.8565	9.0847	9.3132	9.5420	9.7710	10.0000	
-10.0000	-9.7705	-9.5411	-9.3119	-9.0829	-8.8543	-8.6261	-8.3983	-8.1712	-7.9448	-7.7191	-7.4942	-7.2703	-7.0474	-6.8256	-6.6050	-6.3856	-6.1676	-5.9511	-5.7360	-5.5226	-5.3108	-5.1008	-4.8926	-4.6863	-4.4819	-4.2795	-4.0792	-3.8809	-3.6848	-3.4908	-3.2990	-3.1093	-2.9219	-2.7366	-2.5534	-2.3722	-2.1932	-2.0160	-1.8408	-1.6673	-1.4954	-1.3252	-1.1563	-0.9887	-0.8222	-0.6566	-0.4918	-0.3275	-0.1637	-0.0000	0.1637	0.3275	0.4918	0.6566	0.8222	0.9887	1.1563	1.3252	1.4954	1.6673	1.8408	2.0160	2.1932	2.3722	2.5534	2.7366	2.9219	3.1093	3.2990	3.4908	3.6848	3.8809	4.0792	4.2795	4.4819	4.6863	4.8926	5.1008	5.3108	5.5226	5.7360	5.9511	6.1676	6.3856	6.6050	6.8256	7.0474	7.2703	7.4942	7.7191	7.9448	8.1712	8.3983	8.6261	8.8543	9.0829	9.3119	9.5411	9.7705	10.0000	
-10.0000	-9.7700	-9.5401	-9.3103	-9.0808	-8.8516	-8.6229	-8.3947	-8.1670	-7.9400	-7.7138	-7.4884	-7.2640	-7.0406	-6.8183	-6.5971	-6.3773	-6.1588	-5.9418	-5.7263	-5.5124	-5.3002	-5.0897	-4.8812	-4.6745	-4.4698	-4.2671	-4.0666	-3.8682	-3.6719	-3.4779	-3.2861	-3.0965	-2.9091	-2.7240	-2.5411	-2.3603	-2.1817	-2.0051	-1.8304	-1.6576	-1.4865	-1.3170	-1.1490	-0.9823	-0.8168	-0.6522	-0.4885	-0.3253	-0.1625	-0.0000	0.1625	0.3253	0.4885	0.6522	0.8168	0.9823	1.1490	1.3170	1.4865	1.6576	1.8304	2.0051	2.1817	2.3603	2.5411	2.7240	2.9091	3.0965	3.2861	3.4779	3.6719	3.8682	4.0666	4.2671	4.4698	4.6745	4.8812	5.0897	5.3002	5.5124	5.7263	5.9418	6.1588	6.3773	6.5971	6.8183	7.0406	7.2640	7.4884	7.7138	7.9400	8.1670	8.3947	8.6229	8.8516	9.0808	9.3103	9.5401	9.7700	10.0000	
-10.0000	-9.7694	-9.5389	-9.3085	-9.0784	-8.8486	-8.6192	-8.3904	-8.1621	-7.9345	-7.7077	-7.4817	-7.2567	-7.0326	-6.8097	-6.5880	-6.3676	-6.1485	-5.9309	-5.7149	-5.5004	-5.2877	-5.0768	-4.8678	-4.6607	-4.4557	-4.2527	-4.0519	-3.8532	-3.6568	-3.4627	-3.2709	-3.0814	-2.8942	-2.7093	-2.5267	-2.3463	-2.1682	-1.9921	-1.8182	-1.6461	-1.4759	-1.3073	-1.1404	-0.9748	-0.8104	-0.6470	-0.4845	-0.3227	-0.1612	-0.0000	0.1612	0.3227	0.4845	0.6470	0.8104	0.9748	1.1404	1.3073	1.4759	1.6461	1.8182	1.9921	2.1682	2.3463	2.5267	2.7093	2.8942	3.0814	3.2709	3.4627	3.6568	3.8532	4.0519	4.2527	4.4557	4.6607	4.8678	5.0768	5.2877	5.5004	5.7149	5.9309	6.1485	6.3676	6.5880	6.8097	7.0326	7.2567	7.4817	7.7077	7.9345	8.1621	8.3904	8.6192	8.8486	9.0784	9.3085	9.5389	9.7694	10.0000	
-10.0000	-9.7687	-9.5375	-9.3064	-9.0756	-8.8451	-8.6151	-8.3855	-8.1566	-7.9283	-7.7007	-7.4741	-7.2483	-7.0236	-6.8000	-6.5776	-6.3565	-6.1368	-5.9185	-5.7018	-5.4868	-5.2735	-5.0621	-4.8525	-4.6450	-4.4395	-4.2361	-4.0350	-3.8361	-3.6395	-3.4452	-3.2534	-3.0639	-2.8769	-2.6923	-2.5100	-2.3301	-2.1526	-1.9772	-1.8040	-1.6328	-1.4636	-1.2961	-1.1303	-0.9660	-0.8030	-0.6410	-0.4800	-0.3196	-0.1597	-0.0000	0.1597	0.3196	0.4800	0.6410	0.8030	0.9660	1.1303	1.2961	1.4636	1.6328	1.8040	1.9772	2.1526	2.3301	2.5100	2.6923	2.8769	3.0639	3.2534	3.4452	3.6395	3.8361	4.0350	4.2361	4.4395	4.6450	4.8525	5.0621	5.2735	5.4868	5.7018	5.9185	6.1368	6.3565	6.5776	6.8000	7.0236	7.2483	7.4741	7.7007	7.9283	8.1566	8.3855	8.6151	8.8451	9.0756	9.3064	9.5375	9.7687	10.0000	
