# 10 10
5.000000 3.888897 2.777793 1.666687 0.555578 -0.555533 -1.666648 -2.777764 -3.888882 -5.000000 
5.000000 3.875058 2.752936 1.638774 0.540466 -0.540433 -1.638745 -2.752915 -3.875046 -5.000000 
5.000000 3.858396 2.720120 1.595005 0.507944 -0.507922 -1.594985 -2.720104 -3.858388 -5.000000 
5.000000 3.838407 2.674141 1.513180 0.404227 -0.404216 -1.513168 -2.674131 -3.838401 -5.000000 
5.000000 3.821089 2.624859 1.379346 0.000000 0.000000 -1.379339 -2.624851 -3.821084 -5.000000 
5.000000 3.821089 2.624859 1.379347 0.000000 0.000000 -1.379339 -2.624851 -3.821084 -5.000000 
5.000000 3.838407 2.674142 1.513181 0.404228 -0.404215 -1.513167 -2.674130 -3.838400 -5.000000 
5.000000 3.858396 2.720120 1.595005 0.507945 -0.507921 -1.594984 -2.720104 -3.858387 -5.000000 
5.000000 3.875058 2.752937 1.638774 0.540467 -0.540433 -1.638744 -2.752914 -3.875046 -5.000000 
5.000000 3.888897 2.777793 1.666687 0.555578 -0.555533 -1.666648 -2.777764 -3.888882 -5.000000 

# Calculated in 0.000000 ms and 245 iterations.
