# 10 10
5.000000 3.410256 2.358490 1.370370 0.447154 -0.447154 -1.370370 -2.358490 -3.410256 -5.000000 
5.000000 3.253968 2.177177 1.206897 0.377778 -0.377778 -1.206897 -2.177177 -3.253968 -5.000000 
5.000000 3.048048 1.888889 0.882353 0.213675 -0.213675 -0.882353 -1.888889 -3.048048 -5.000000 
5.000000 2.816092 1.470588 0.185185 0.000000 0.000000 -0.185185 -1.470588 -2.816092 -5.000000 
5.000000 2.644444 1.068376 0.000000 0.000000 0.000000 0.000000 -1.068376 -2.644444 -5.000000 
5.000000 2.644444 1.068376 0.000000 0.000000 0.000000 0.000000 -1.068376 -2.644444 -5.000000 
5.000000 2.816092 1.470588 0.185185 0.000000 0.000000 -0.185185 -1.470588 -2.816092 -5.000000 
5.000000 3.048048 1.888889 0.882353 0.213675 -0.213675 -0.882353 -1.888889 -3.048048 -5.000000 
5.000000 3.253968 2.177177 1.206897 0.377778 -0.377778 -1.206897 -2.177177 -3.253968 -5.000000 
5.000000 3.410256 2.358490 1.370370 0.447154 -0.447154 -1.370370 -2.358490 -3.410256 -5.000000 

# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
# 1 1 1 1 1 1 1 1 1 1 
