# 50 50
5.000000 4.795967 4.591933 4.387898 4.183862 3.979825 3.775787 3.571749 3.367709 3.163667 2.959624 2.755578 2.551531 2.347481 2.143430 1.939376 1.735319 1.531260 1.327198 1.123133 0.919066 0.714996 0.510923 0.306847 0.102767 -0.101315 -0.305400 -0.509488 -0.713579 -0.917673 -1.121769 -1.325869 -1.529971 -1.734076 -1.938183 -2.142292 -2.346405 -2.550519 -2.754634 -2.958752 -3.162872 -3.366993 -3.571116 -3.775240 -3.979364 -4.183490 -4.387616 -4.591743 -4.795872 -5.000000 
5.000000 4.792590 4.585208 4.377883 4.170646 3.963530 3.756570 3.549806 3.343278 3.137033 2.931116 2.725577 2.520466 2.315831 2.111716 1.908158 1.705184 1.502809 1.301029 1.099825 0.899156 0.698960 0.499155 0.299644 0.100313 -0.098959 -0.298296 -0.497818 -0.697639 -0.897857 -1.098553 -1.299789 -1.501605 -1.704023 -1.907044 -2.110653 -2.314824 -2.519519 -2.724693 -2.930299 -3.136287 -3.342607 -3.549212 -3.756057 -3.963098 -4.170297 -4.377619 -4.585031 -4.792501 -5.000000 
5.000000 4.789185 4.578425 4.367780 4.157309 3.947078 3.737158 3.527626 3.318566 3.110068 2.902228 2.695147 2.488925 2.283660 2.079445 1.876355 1.674450 1.473760 1.274283 1.075981 0.878771 0.682530 0.487093 0.292258 0.097797 -0.096541 -0.291007 -0.485852 -0.681304 -0.877564 -1.074798 -1.273130 -1.472640 -1.673369 -1.875317 -2.078454 -2.282721 -2.488040 -2.694322 -2.901466 -3.109372 -3.317939 -3.527071 -3.736677 -3.946673 -4.156982 -4.367533 -4.578259 -4.789102 -5.000000 
5.000000 4.785723 4.571528 4.357501 4.143731 3.930314 3.717356 3.504973 3.293290 3.082444 2.872581 2.663856 2.456424 2.250439 2.046045 1.843367 1.642499 1.443496 1.246362 1.051042 0.857416 0.665295 0.474427 0.284499 0.095154 -0.093994 -0.283343 -0.473280 -0.664161 -0.856300 -1.049948 -1.245294 -1.442459 -1.641496 -1.842403 -2.045125 -2.249566 -2.455602 -2.663088 -2.871872 -3.081796 -3.292706 -3.504455 -3.716908 -3.929937 -4.143426 -4.357271 -4.571374 -4.785645 -5.000000 
5.000000 4.782179 4.564464 4.346965 4.129799 3.913091 3.696980 3.481619 3.267176 3.053836 2.841797 2.631271 2.422475 2.215626 2.010929 1.808567 1.608681 1.411361 1.216625 1.024409 0.834554 0.646807 0.460818 0.276154 0.092314 -0.091248 -0.275092 -0.459764 -0.645764 -0.833527 -1.023401 -1.215641 -1.410404 -1.607756 -1.807676 -2.010078 -2.214818 -2.421713 -2.630559 -2.841138 -3.053234 -3.266633 -3.481138 -3.696563 -3.912740 -4.129515 -4.346750 -4.564320 -4.782106 -5.000000 
5.000000 4.778528 4.557183 4.336096 4.115408 3.895271 3.675854 3.457347 3.239959 3.023925 2.809499 2.596954 2.386578 2.178659 1.973478 1.771289 1.572297 1.376641 1.184368 0.995412 0.809583 0.626558 0.445883 0.266985 0.089194 -0.088222 -0.266016 -0.444921 -0.625606 -0.808644 -0.994489 -1.183466 -1.375764 -1.571447 -1.770470 -1.972694 -2.177914 -2.385875 -2.596297 -2.808890 -3.023368 -3.239457 -3.456901 -3.675467 -3.894944 -4.115144 -4.335897 -4.557049 -4.778461 -5.000000 
5.000000 4.774751 4.549644 4.324829 4.100465 3.876729 3.653817 3.431953 3.211389 2.992406 2.775318 2.560469 2.348222 2.138953 1.933034 1.730811 1.532576 1.338538 1.148792 0.963286 0.781806 0.603958 0.429171 0.256708 0.085698 -0.084818 -0.255831 -0.428299 -0.603095 -0.780954 -0.962448 -1.147971 -1.337738 -1.531800 -1.730063 -1.932317 -2.138270 -2.347576 -2.559864 -2.774758 -2.991892 -3.210925 -3.431541 -3.653460 -3.876427 -4.100221 -4.324644 -4.549520 -4.774688 -5.000000 
5.000000 4.770830 4.541813 4.313110 4.084895 3.857362 3.630733 3.405261 3.181235 2.958990 2.738899 2.521380 2.306887 2.095897 1.888894 1.686345 1.488657 1.296143 1.108973 0.927134 0.750397 0.578297 0.410133 0.244975 0.081706 -0.080919 -0.244190 -0.409352 -0.577522 -0.749631 -0.926379 -1.108232 -1.295419 -1.487953 -1.685665 -1.888241 -2.095273 -2.306297 -2.520827 -2.738385 -2.958519 -3.180809 -3.404881 -3.630404 -3.857084 -4.084670 -4.312939 -4.541698 -4.770772 -5.000000 
5.000000 4.766755 4.533667 4.300902 4.068642 3.837092 3.606492 3.377120 3.149302 2.923418 2.699907 2.479266 2.262048 2.048851 1.840301 1.637015 1.439562 1.248402 1.063823 0.885879 0.714348 0.548700 0.388087 0.231353 0.077070 -0.076375 -0.230659 -0.387396 -0.548013 -0.713667 -0.885207 -1.063161 -1.247754 -1.438930 -1.636402 -1.839710 -2.048287 -2.261512 -2.478763 -2.699439 -2.922988 -3.148911 -3.376772 -3.606189 -3.836837 -4.068435 -4.300745 -4.533562 -4.766702 -5.000000 
5.000000 4.762523 4.525198 4.288189 4.051677 3.815871 3.581021 3.347423 3.115433 2.885474 2.658045 2.433728 2.213186 1.997159 1.786441 1.581852 1.384174 1.194080 1.012036 0.838211 0.672416 0.514066 0.362162 0.215280 0.071595 -0.070993 -0.214678 -0.361561 -0.513468 -0.671820 -0.837620 -1.011452 -1.193506 -1.383612 -1.581305 -1.785912 -1.996651 -2.212703 -2.433273 -2.657620 -2.885082 -3.115078 -3.347107 -3.580745 -3.815638 -4.051488 -4.288046 -4.525102 -4.762474 -5.000000 
