# 20 20
5.000000 4.363563 3.839591 3.317775 2.798646 2.282686 1.770218 1.261249 0.755334 0.251527 -0.251527 -0.755334 -1.261249 -1.770218 -2.282686 -2.798646 -3.317775 -3.839591 -4.363563 -5.000000 
5.000000 4.349845 3.824493 3.301540 2.781771 2.266003 1.754905 1.248743 0.747086 0.248639 -0.248639 -0.747086 -1.248743 -1.754905 -2.266003 -2.781771 -3.301540 -3.824493 -4.349845 -5.000000 
5.000000 4.334425 3.807018 3.282127 2.760876 2.244582 1.734537 1.231579 0.735493 0.244527 -0.244527 -0.735493 -1.231579 -1.734537 -2.244582 -2.760876 -3.282127 -3.807018 -4.334425 -5.000000 
5.000000 4.317398 3.787069 3.259109 2.735027 2.216842 1.706905 1.207271 0.718510 0.238390 -0.238390 -0.718510 -1.207271 -1.706905 -2.216842 -2.735027 -3.259109 -3.787069 -4.317398 -5.000000 
5.000000 4.299101 3.764831 3.232305 2.703349 2.180823 1.668731 1.171593 0.692308 0.228645 -0.228645 -0.692308 -1.171593 -1.668731 -2.180823 -2.703349 -3.232305 -3.764831 -4.299101 -5.000000 
5.000000 4.280228 3.740970 3.202105 2.665451 2.134503 1.615385 1.117180 0.649123 0.211810 -0.211810 -0.649123 -1.117180 -1.615385 -2.134503 -2.665451 -3.202105 -3.740970 -4.280228 -5.000000 
5.000000 4.261912 3.716865 3.169966 2.622291 2.076923 1.541353 1.031294 0.571688 0.178947 -0.178947 -0.571688 -1.031294 -1.541353 -2.076923 -2.622291 -3.169966 -3.716865 -4.261912 -5.000000 
5.000000 4.245726 3.694737 3.138904 2.577505 2.010924 1.443812 0.894737 0.417957 0.101215 -0.101215 -0.417957 -0.894737 -1.443812 -2.010924 -2.577505 -3.138904 -3.694737 -4.245726 -5.000000 
5.000000 4.233486 3.677463 3.113542 2.538461 1.947368 1.333938 0.696594 0.087719 0.000000 0.000000 -0.087719 -0.696594 -1.333938 -1.947368 -2.538461 -3.113542 -3.677463 -4.233486 -5.000000 
5.000000 4.226860 3.667909 3.099071 2.515099 1.906290 1.252632 0.506073 0.000000 0.000000 0.000000 0.000000 -0.506073 -1.252632 -1.906290 -2.515099 -3.099071 -3.667909 -4.226860 -5.000000 
5.000000 4.226860 3.667909 3.099071 2.515099 1.906290 1.252632 0.506073 0.000000 0.000000 0.000000 0.000000 -0.506073 -1.252632 -1.906290 -2.515099 -3.099071 -3.667909 -4.226860 -5.000000 
5.000000 4.233486 3.677463 3.113542 2.538461 1.947368 1.333938 0.696594 0.087719 0.000000 0.000000 -0.087719 -0.696594 -1.333938 -1.947368 -2.538461 -3.113542 -3.677463 -4.233486 -5.000000 
5.000000 4.245726 3.694737 3.138904 2.577505 2.010924 1.443812 0.894737 0.417957 0.101215 -0.101215 -0.417957 -0.894737 -1.443812 -2.010924 -2.577505 -3.138904 -3.694737 -4.245726 -5.000000 
5.000000 4.261912 3.716865 3.169966 2.622291 2.076923 1.541353 1.031294 0.571688 0.178947 -0.178947 -0.571688 -1.031294 -1.541353 -2.076923 -2.622291 -3.169966 -3.716865 -4.261912 -5.000000 
5.000000 4.280228 3.740970 3.202105 2.665451 2.134503 1.615385 1.117180 0.649123 0.211810 -0.211810 -0.649123 -1.117180 -1.615385 -2.134503 -2.665451 -3.202105 -3.740970 -4.280228 -5.000000 
5.000000 4.299101 3.764831 3.232305 2.703349 2.180823 1.668731 1.171593 0.692308 0.228645 -0.228645 -0.692308 -1.171593 -1.668731 -2.180823 -2.703349 -3.232305 -3.764831 -4.299101 -5.000000 
5.000000 4.317398 3.787069 3.259109 2.735027 2.216842 1.706905 1.207271 0.718510 0.238390 -0.238390 -0.718510 -1.207271 -1.706905 -2.216842 -2.735027 -3.259109 -3.787069 -4.317398 -5.000000 
5.000000 4.334425 3.807018 3.282127 2.760876 2.244582 1.734537 1.231579 0.735493 0.244527 -0.244527 -0.735493 -1.231579 -1.734537 -2.244582 -2.760876 -3.282127 -3.807018 -4.334425 -5.000000 
5.000000 4.349845 3.824493 3.301540 2.781771 2.266003 1.754905 1.248743 0.747086 0.248639 -0.248639 -0.747086 -1.248743 -1.754905 -2.266003 -2.781771 -3.301540 -3.824493 -4.349845 -5.000000 
