# 100 100
0.000000 0.102105 0.102135 0.102117 0.102048 0.101926 0.101748 0.101511 0.101211 0.100844 0.100409 0.099900 0.099316 0.098652 0.097906 0.097073 0.096149 0.095133 0.094019 0.092804 0.091485 0.090059 0.088522 0.086873 0.085108 0.083225 0.081222 0.079099 0.076853 0.074484 0.071991 0.069374 0.066635 0.063775 0.060795 0.057699 0.054489 0.051169 0.047744 0.044219 0.040600 0.036893 0.033106 0.029246 0.025321 0.021339 0.017311 0.013245 0.009151 0.005039 0.000919 -0.003199 -0.007305 -0.011389 -0.015442 -0.019453 -0.023413 -0.027315 -0.031150 -0.034909 -0.038587 -0.042177 -0.045672 -0.049068 -0.052359 -0.055542 -0.058613 -0.061570 -0.064411 -0.067134 -0.069739 -0.072225 -0.074592 -0.076841 -0.078974 -0.080990 -0.082894 -0.084686 -0.086368 -0.087945 -0.089417 -0.090788 -0.092063 -0.093244 -0.094334 -0.095336 -0.096255 -0.097092 -0.097852 -0.098537 -0.099152 -0.099699 -0.100182 -0.100605 -0.100969 -0.101279 -0.101538 -0.101748 -0.101911 0.000000 
0.000000 0.104046 0.103936 0.103778 0.103570 0.103311 0.102996 0.102624 0.102191 0.101695 0.101131 0.100497 0.099790 0.099007 0.098144 0.097198 0.096165 0.095043 0.093829 0.092519 0.091109 0.089598 0.087981 0.086258 0.084425 0.082482 0.080425 0.078253 0.075967 0.073565 0.071046 0.068412 0.065662 0.062800 0.059825 0.056742 0.053553 0.050261 0.046872 0.043390 0.039820 0.036169 0.032443 0.028649 0.024795 0.020889 0.016940 0.012955 0.008945 0.004917 0.000882 -0.003151 -0.007173 -0.011175 -0.015147 -0.019082 -0.022970 -0.026805 -0.030576 -0.034279 -0.037906 -0.041451 -0.044909 -0.048274 -0.051542 -0.054709 -0.057772 -0.060729 -0.063577 -0.066315 -0.068942 -0.071458 -0.073862 -0.076156 -0.078339 -0.080413 -0.082381 -0.084242 -0.086001 -0.087658 -0.089217 -0.090681 -0.092052 -0.093333 -0.094527 -0.095638 -0.096669 -0.097621 -0.098499 -0.099306 -0.100045 -0.100719 -0.101330 -0.101883 -0.102379 -0.102823 -0.103215 -0.103559 -0.103858 0.000000 
0.000000 0.106031 0.105783 0.105488 0.105145 0.104750 0.104302 0.103798 0.103236 0.102611 0.101923 0.101166 0.100340 0.099440 0.098463 0.097407 0.096269 0.095046 0.093734 0.092331 0.090834 0.089240 0.087547 0.085751 0.083853 0.081850 0.079740 0.077522 0.075196 0.072760 0.070216 0.067562 0.064802 0.061935 0.058963 0.055890 0.052718 0.049450 0.046092 0.042646 0.039120 0.035517 0.031845 0.028110 0.024320 0.020481 0.016601 0.012689 0.008753 0.004802 0.000843 -0.003115 -0.007062 -0.010991 -0.014893 -0.018760 -0.022584 -0.026358 -0.030074 -0.033727 -0.037309 -0.040815 -0.044240 -0.047578 -0.050827 -0.053982 -0.057040 -0.059998 -0.062855 -0.065609 -0.068259 -0.070804 -0.073245 -0.075581 -0.077814 -0.079944 -0.081974 -0.083904 -0.085735 -0.087471 -0.089114 -0.090667 -0.092131 -0.093509 -0.094805 -0.096022 -0.097161 -0.098226 -0.099219 -0.100145 -0.101004 -0.101801 -0.102538 -0.103218 -0.103843 -0.104416 -0.104940 -0.105416 -0.105848 0.000000 
0.000000 0.108060 0.107677 0.107247 0.106770 0.106243 0.105664 0.105031 0.104342 0.103592 0.102781 0.101905 0.100962 0.099949 0.098862 0.097699 0.096458 0.095136 0.093730 0.092237 0.090654 0.088980 0.087212 0.085347 0.083385 0.081324 0.079161 0.076898 0.074532 0.072063 0.069492 0.066820 0.064046 0.061172 0.058201 0.055135 0.051976 0.048729 0.045396 0.041983 0.038493 0.034934 0.031309 0.027626 0.023891 0.020111 0.016294 0.012446 0.008576 0.004691 0.000799 -0.003091 -0.006972 -0.010836 -0.014675 -0.018482 -0.022250 -0.025971 -0.029638 -0.033246 -0.036789 -0.040262 -0.043658 -0.046975 -0.050208 -0.053353 -0.056408 -0.059370 -0.062237 -0.065008 -0.067681 -0.070257 -0.072733 -0.075112 -0.077394 -0.079579 -0.081668 -0.083663 -0.085567 -0.087379 -0.089103 -0.090742 -0.092296 -0.093770 -0.095165 -0.096483 -0.097728 -0.098902 -0.100008 -0.101049 -0.102027 -0.102944 -0.103803 -0.104608 -0.105359 -0.106060 -0.106713 -0.107319 -0.107882 0.000000 
0.000000 0.110132 0.109614 0.109052 0.108443 0.107786 0.107079 0.106320 0.105506 0.104635 0.103704 0.102711 0.101654 0.100529 0.099335 0.098069 0.096728 0.095309 0.093811 0.092231 0.090565 0.088813 0.086972 0.085039 0.083015 0.080897 0.078683 0.076375 0.073969 0.071468 0.068870 0.066176 0.063388 0.060506 0.057533 0.054471 0.051323 0.048091 0.044780 0.041393 0.037936 0.034413 0.030830 0.027192 0.023506 0.019778 0.016015 0.012223 0.008411 0.004585 0.000753 -0.003078 -0.006901 -0.010708 -0.014492 -0.018246 -0.021964 -0.025638 -0.029263 -0.032833 -0.036342 -0.039786 -0.043159 -0.046458 -0.049678 -0.052817 -0.055871 -0.058839 -0.061718 -0.064506 -0.067203 -0.069809 -0.072322 -0.074742 -0.077072 -0.079310 -0.081458 -0.083517 -0.085490 -0.087376 -0.089180 -0.090902 -0.092544 -0.094110 -0.095601 -0.097019 -0.098367 -0.099648 -0.100863 -0.102016 -0.103109 -0.104144 -0.105124 -0.106050 -0.106926 -0.107753 -0.108532 -0.109267 -0.109958 0.000000 
0.000000 0.112246 0.111596 0.110903 0.110165 0.109380 0.108547 0.107663 0.106727 0.105736 0.104688 0.103581 0.102412 0.101180 0.099881 0.098513 0.097075 0.095562 0.093974 0.092308 0.090562 0.088734 0.086821 0.084823 0.082737 0.080564 0.078300 0.075946 0.073502 0.070967 0.068342 0.065627 0.062822 0.059931 0.056953 0.053892 0.050751 0.047531 0.044237 0.040873 0.037443 0.033951 0.030403 0.026804 0.023161 0.019478 0.015762 0.012020 0.008259 0.004484 0.000704 -0.003076 -0.006847 -0.010605 -0.014341 -0.018049 -0.021723 -0.025357 -0.028946 -0.032483 -0.035963 -0.039382 -0.042736 -0.046021 -0.049232 -0.052367 -0.055423 -0.058398 -0.061290 -0.064097 -0.066819 -0.069454 -0.072003 -0.074466 -0.076842 -0.079132 -0.081338 -0.083460 -0.085500 -0.087459 -0.089339 -0.091142 -0.092870 -0.094526 -0.096110 -0.097625 -0.099074 -0.100459 -0.101782 -0.103045 -0.104250 -0.105401 -0.106499 -0.107545 -0.108543 -0.109493 -0.110397 -0.111259 -0.112077 0.000000 
0.000000 0.114401 0.113621 0.112799 0.111933 0.111022 0.110064 0.109058 0.108002 0.106894 0.105731 0.104512 0.103234 0.101895 0.100494 0.099027 0.097493 0.095890 0.094214 0.092465 0.090640 0.088738 0.086756 0.084693 0.082547 0.080319 0.078006 0.075608 0.073124 0.070556 0.067902 0.065164 0.062343 0.059439 0.056455 0.053393 0.050255 0.047044 0.043764 0.040418 0.037009 0.033544 0.030026 0.026461 0.022853 0.019209 0.015534 0.011835 0.008117 0.004387 0.000652 -0.003083 -0.006810 -0.010524 -0.014219 -0.017887 -0.021524 -0.025124 -0.028681 -0.032190 -0.035647 -0.039046 -0.042385 -0.045658 -0.048863 -0.051997 -0.055058 -0.058042 -0.060948 -0.063776 -0.066522 -0.069188 -0.071773 -0.074276 -0.076699 -0.079041 -0.081302 -0.083486 -0.085592 -0.087621 -0.089576 -0.091459 -0.093271 -0.095013 -0.096688 -0.098299 -0.099846 -0.101333 -0.102760 -0.104131 -0.105448 -0.106711 -0.107924 -0.109089 -0.110207 -0.111278 -0.112307 -0.113293 -0.114237 0.000000 
0.000000 0.116597 0.115687 0.114737 0.113745 0.112709 0.111629 0.110503 0.109329 0.108105 0.106829 0.105500 0.104116 0.102674 0.101172 0.099608 0.097981 0.096288 0.094527 0.092697 0.090795 0.088820 0.086770 0.084643 0.082440 0.080157 0.077795 0.075353 0.072831 0.070229 0.067546 0.064784 0.061944 0.059027 0.056034 0.052968 0.049831 0.046626 0.043355 0.040023 0.036632 0.033188 0.029695 0.026157 0.022580 0.018969 0.015329 0.011666 0.007986 0.004295 0.000598 -0.003098 -0.006788 -0.010465 -0.014124 -0.017759 -0.021364 -0.024935 -0.028466 -0.031952 -0.035389 -0.038773 -0.042100 -0.045366 -0.048568 -0.051704 -0.054770 -0.057765 -0.060688 -0.063536 -0.066308 -0.069005 -0.071626 -0.074170 -0.076638 -0.079030 -0.081347 -0.083590 -0.085761 -0.087859 -0.089888 -0.091847 -0.093740 -0.095568 -0.097333 -0.099036 -0.100679 -0.102266 -0.103796 -0.105273 -0.106698 -0.108073 -0.109400 -0.110681 -0.111916 -0.113108 -0.114259 -0.115367 -0.116437 0.000000 
0.000000 0.118832 0.117795 0.116717 0.115600 0.114441 0.113240 0.111996 0.110704 0.109367 0.107981 0.106544 0.105055 0.103511 0.101911 0.100253 0.098534 0.096754 0.094909 0.093000 0.091022 0.088976 0.086859 0.084671 0.082409 0.080074 0.077663 0.075178 0.072617 0.069980 0.067268 0.064482 0.061622 0.058689 0.055686 0.052613 0.049474 0.046271 0.043007 0.039684 0.036308 0.032881 0.029407 0.025892 0.022341 0.018757 0.015146 0.011513 0.007865 0.004206 0.000541 -0.003123 -0.006780 -0.010426 -0.014055 -0.017662 -0.021241 -0.024788 -0.028297 -0.031765 -0.035187 -0.038559 -0.041878 -0.045139 -0.048341 -0.051480 -0.054555 -0.057563 -0.060503 -0.063372 -0.066172 -0.068900 -0.071556 -0.074141 -0.076653 -0.079096 -0.081467 -0.083769 -0.086002 -0.088168 -0.090268 -0.092304 -0.094276 -0.096188 -0.098039 -0.099833 -0.101571 -0.103255 -0.104886 -0.106467 -0.107998 -0.109483 -0.110922 -0.112317 -0.113668 -0.114980 -0.116251 -0.117483 -0.118676 0.000000 
0.000000 0.121106 0.119940 0.118737 0.117496 0.116215 0.114895 0.113533 0.112127 0.110677 0.109182 0.107639 0.106047 0.104403 0.102708 0.100956 0.099149 0.097283 0.095357 0.093369 0.091318 0.089202 0.087020 0.084770 0.082452 0.080064 0.077606 0.075077 0.072477 0.069806 0.067064 0.064252 0.061371 0.058421 0.055405 0.052324 0.049180 0.045976 0.042715 0.039399 0.036032 0.032618 0.029160 0.025663 0.022131 0.018570 0.014983 0.011375 0.007753 0.004120 0.000483 -0.003154 -0.006786 -0.010406 -0.014011 -0.017594 -0.021152 -0.024680 -0.028172 -0.031626 -0.035036 -0.038400 -0.041714 -0.044974 -0.048178 -0.051324 -0.054409 -0.057431 -0.060389 -0.063281 -0.066108 -0.068867 -0.071559 -0.074184 -0.076742 -0.079233 -0.081658 -0.084017 -0.086312 -0.088545 -0.090714 -0.092824 -0.094874 -0.096867 -0.098804 -0.100687 -0.102517 -0.104296 -0.106027 -0.107709 -0.109346 -0.110939 -0.112488 -0.113996 -0.115464 -0.116892 -0.118284 -0.119637 -0.120954 0.000000 
