# 20 20
5.000000 4.473703 3.947405 3.421106 2.894805 2.368502 1.842197 1.315889 0.789579 0.263266 -0.263051 -0.789370 -1.315692 -1.842016 -2.368343 -2.894672 -3.421002 -3.947334 -4.473667 -5.000000 
5.000000 4.470255 3.940702 3.411562 2.883110 2.355673 1.829588 1.305110 0.782255 0.260654 -0.260468 -0.782073 -1.304938 -1.829431 -2.355534 -2.882994 -3.411472 -3.940640 -4.470224 -5.000000 
5.000000 4.466617 3.933586 3.401330 2.870400 2.341489 1.815372 1.292706 0.773675 0.257563 -0.257403 -0.773519 -1.292559 -1.815236 -2.341369 -2.870300 -3.401252 -3.933532 -4.466590 -5.000000 
5.000000 4.462625 3.925694 3.389772 2.855669 2.324510 1.797702 1.276668 0.762175 0.253322 -0.253187 -0.762044 -1.276543 -1.797587 -2.324408 -2.855583 -3.389705 -3.925647 -4.462602 -5.000000 
5.000000 4.458190 3.916790 3.376395 2.837996 2.303177 1.774258 1.254085 0.745036 0.246737 -0.246626 -0.744927 -1.253982 -1.774162 -2.303091 -2.837922 -3.376338 -3.916750 -4.458170 -5.000000 
5.000000 4.453345 3.906879 3.361024 2.816739 2.275945 1.742066 1.220379 0.717144 0.235214 -0.235128 -0.717059 -1.220296 -1.741987 -2.275874 -2.816678 -3.360976 -3.906845 -4.453328 -5.000000 
5.000000 4.448312 3.896357 3.344082 2.791990 2.241799 1.697682 1.168221 0.667947 0.212103 -0.212041 -0.667884 -1.168157 -1.697619 -2.241740 -2.791939 -3.344041 -3.896328 -4.448297 -5.000000 
5.000000 4.443545 3.886155 3.326957 2.765339 2.201578 1.638640 1.086876 0.574319 0.157291 -0.157257 -0.574278 -1.086830 -1.638591 -2.201530 -2.765296 -3.326921 -3.886130 -4.443532 -5.000000 
5.000000 4.439713 3.877760 3.312251 2.740831 2.160535 1.568422 0.966324 0.385161 0.000000 0.000000 -0.385143 -0.966293 -1.568384 -2.160495 -2.740794 -3.312220 -3.877737 -4.439700 -5.000000 
5.000000 4.437545 3.872921 3.303457 2.725199 2.131308 1.508189 0.824838 0.000000 0.000000 0.000000 0.000000 -0.824817 -1.508157 -2.131272 -2.725164 -3.303428 -3.872899 -4.437533 -5.000000 
5.000000 4.437545 3.872921 3.303457 2.725199 2.131308 1.508190 0.824838 0.000000 0.000000 0.000000 0.000000 -0.824817 -1.508157 -2.131272 -2.725164 -3.303428 -3.872899 -4.437533 -5.000000 
5.000000 4.439713 3.877760 3.312252 2.740832 2.160536 1.568423 0.966325 0.385161 0.000000 0.000000 -0.385142 -0.966293 -1.568383 -2.160494 -2.740793 -3.312220 -3.877737 -4.439700 -5.000000 
5.000000 4.443545 3.886155 3.326958 2.765340 2.201579 1.638641 1.086877 0.574320 0.157292 -0.157256 -0.574277 -1.086829 -1.638590 -2.201530 -2.765295 -3.326921 -3.886129 -4.443532 -5.000000 
5.000000 4.448313 3.896358 3.344083 2.791991 2.241800 1.697683 1.168222 0.667948 0.212104 -0.212040 -0.667882 -1.168155 -1.697617 -2.241739 -2.791938 -3.344040 -3.896327 -4.448297 -5.000000 
5.000000 4.453346 3.906880 3.361025 2.816740 2.275947 1.742068 1.220381 0.717146 0.235216 -0.235126 -0.717057 -1.220294 -1.741986 -2.275873 -2.816676 -3.360975 -3.906845 -4.453328 -5.000000 
5.000000 4.458191 3.916790 3.376397 2.837997 2.303179 1.774260 1.254087 0.745037 0.246738 -0.246625 -0.744926 -1.253980 -1.774160 -2.303090 -2.837921 -3.376338 -3.916750 -4.458170 -5.000000 
5.000000 4.462626 3.925694 3.389773 2.855671 2.324511 1.797704 1.276669 0.762177 0.253324 -0.253186 -0.762042 -1.276541 -1.797585 -2.324406 -2.855582 -3.389704 -3.925647 -4.462602 -5.000000 
5.000000 4.466617 3.933586 3.401331 2.870401 2.341490 1.815373 1.292708 0.773677 0.257564 -0.257401 -0.773518 -1.292558 -1.815235 -2.341368 -2.870299 -3.401252 -3.933532 -4.466589 -5.000000 
5.000000 4.470256 3.940703 3.411563 2.883111 2.355673 1.829589 1.305111 0.782256 0.260655 -0.260467 -0.782073 -1.304938 -1.829430 -2.355534 -2.882994 -3.411472 -3.940640 -4.470224 -5.000000 
5.000000 4.473703 3.947405 3.421106 2.894805 2.368502 1.842197 1.315889 0.789579 0.263266 -0.263051 -0.789370 -1.315692 -1.842016 -2.368343 -2.894672 -3.421002 -3.947334 -4.473667 -5.000000 

# Calculated in 0.031000 ms and 850 iterations.
