# 10 10
5.000000 3.888897 2.777793 1.666687 0.555578 -0.555533 -1.666648 -2.777764 -3.888882 -5.000000 
5.000000 3.816679 2.650597 1.529863 0.489182 -0.489152 -1.529837 -2.650576 -3.816668 -5.000000 
5.000000 3.727220 2.478050 1.312986 0.360437 -0.360422 -1.312972 -2.478038 -3.727213 -5.000000 
5.000000 3.614150 2.221397 0.883596 0.000000 0.000000 -0.883591 -2.221391 -3.614145 -5.000000 
5.000000 3.507981 1.909793 0.000000 0.000000 0.000000 0.000000 -1.909790 -3.507978 -5.000000 
5.000000 3.507981 1.909793 0.000000 0.000000 0.000000 0.000000 -1.909790 -3.507978 -5.000000 
5.000000 3.614150 2.221397 0.883596 0.000000 0.000000 -0.883590 -2.221390 -3.614145 -5.000000 
5.000000 3.727220 2.478050 1.312987 0.360437 -0.360421 -1.312971 -2.478037 -3.727212 -5.000000 
5.000000 3.816679 2.650597 1.529864 0.489182 -0.489152 -1.529836 -2.650576 -3.816668 -5.000000 
5.000000 3.888897 2.777793 1.666687 0.555578 -0.555533 -1.666648 -2.777764 -3.888882 -5.000000 

# Calculated in 0.001000 ms and 245 iterations.
