# 10 10
0.000000 0.274761 0.143331 0.010694 -0.115239 -0.226811 -0.323857 -0.413737 -0.504149 0.000000 
0.000000 0.159575 -0.054417 -0.231499 -0.314971 -0.293607 -0.292013 -0.356622 -0.474555 0.000000 
0.000000 0.014890 -0.335153 -0.649422 -0.746881 -0.467894 -0.275840 -0.291868 -0.440037 0.000000 
0.000000 -0.159491 -0.745749 -1.502387 0.000000 0.000000 -0.269736 -0.188854 -0.388069 0.000000 
0.000000 -0.310660 -1.203933 0.000000 0.000000 0.000000 0.000000 -0.023666 -0.326791 0.000000 
0.000000 -0.310587 -1.203830 0.000000 0.000000 0.000000 0.000000 -0.023571 -0.326727 0.000000 
0.000000 -0.159277 -0.745389 -1.502041 0.000000 0.000000 -0.269405 -0.188523 -0.387880 0.000000 
0.000000 0.015184 -0.334622 -0.648758 -0.746213 -0.467236 -0.275208 -0.291381 -0.439777 0.000000 
0.000000 0.159815 -0.053973 -0.230914 -0.314326 -0.292972 -0.291457 -0.356215 -0.474342 0.000000 
0.000000 0.274761 0.143331 0.010694 -0.115239 -0.226811 -0.323857 -0.413737 -0.504149 0.000000 
