# 10 10
0.000000 0.018877 0.008767 -0.002752 -0.015240 -0.028224 -0.041973 -0.057916 -0.078434 0.000000 
0.000000 0.010792 -0.006012 -0.022079 -0.031988 -0.033008 -0.036336 -0.048804 -0.072803 0.000000 
0.000000 0.000528 -0.027186 -0.055595 -0.068619 -0.047792 -0.032439 -0.038872 -0.066510 0.000000 
0.000000 -0.011895 -0.058017 -0.121730 0.000000 0.000000 -0.029303 -0.024463 -0.057834 0.000000 
0.000000 -0.022673 -0.092044 0.000000 0.000000 0.000000 0.000000 -0.003281 -0.048258 0.000000 
0.000000 -0.022678 -0.092052 0.000000 0.000000 0.000000 0.000000 -0.003292 -0.048267 0.000000 
0.000000 -0.011910 -0.058044 -0.121757 0.000000 0.000000 -0.029337 -0.024503 -0.057860 0.000000 
0.000000 0.000507 -0.027226 -0.055648 -0.068677 -0.047854 -0.032506 -0.038931 -0.066547 0.000000 
0.000000 0.010775 -0.006046 -0.022127 -0.032045 -0.033070 -0.036397 -0.048855 -0.072834 0.000000 
0.000000 0.018877 0.008767 -0.002752 -0.015240 -0.028224 -0.041973 -0.057916 -0.078434 0.000000 
