# 10 10
15.000000 13.880246 12.761859 11.645646 10.532128 9.421485 8.313546 7.207829 6.103605 5.000000 
15.000000 13.810719 12.639768 11.515860 10.473892 9.495864 8.456982 7.339633 6.178157 5.000000 
15.000000 13.723460 12.471480 11.305087 10.352654 9.631951 8.679592 7.516023 6.269523 5.000000 
15.000000 13.612001 12.218069 10.880789 10.000000 10.000000 9.113768 7.775601 6.383989 5.000000 
15.000000 13.506665 11.908188 10.000000 10.000000 10.000000 10.000000 8.088760 6.490880 5.000000 
15.000000 13.506595 11.908088 10.000000 10.000000 10.000000 10.000000 8.088669 6.490818 5.000000 
15.000000 13.611793 12.217719 10.880453 10.000000 10.000000 9.113451 7.775284 6.383808 5.000000 
15.000000 13.723174 12.470965 11.304444 10.352011 9.631320 8.678988 7.515557 6.269274 5.000000 
15.000000 13.810485 12.639338 11.515295 10.473270 9.495255 8.456450 7.339244 6.177954 5.000000 
15.000000 13.880246 12.761859 11.645646 10.532128 9.421485 8.313546 7.207829 6.103605 5.000000 

# Calculated in 0.000000 ms and 155 iterations.
