# 10 10
15.000000 13.623077 12.650944 11.677778 10.695122 9.695122 8.677778 7.650943 6.623077 5.000000 
15.000000 13.663265 12.716216 11.775862 10.820000 9.820000 8.775862 7.716216 6.663265 5.000000 
15.000000 13.716216 12.820000 11.970589 11.115385 10.115385 8.970589 7.820000 6.716216 5.000000 
15.000000 13.775862 12.970589 12.388889 10.000000 10.000000 9.388889 7.970588 6.775862 5.000000 
15.000000 13.820000 13.115385 10.000000 10.000000 10.000000 10.000000 8.115385 6.820000 5.000000 
15.000000 13.820000 13.115385 10.000000 10.000000 10.000000 10.000000 8.115385 6.820000 5.000000 
15.000000 13.775862 12.970589 12.388889 10.000000 10.000000 9.388889 7.970588 6.775862 5.000000 
15.000000 13.716216 12.820000 11.970589 11.115385 10.115385 8.970589 7.820000 6.716216 5.000000 
15.000000 13.663265 12.716216 11.775862 10.820000 9.820000 8.775862 7.716216 6.663265 5.000000 
15.000000 13.623077 12.650944 11.677778 10.695122 9.695122 8.677778 7.650943 6.623077 5.000000 

# Calculated in 0.000000 ms and 1 iterations.
